dates,open,high,low,close,adj close,volume
8/16/2017,40.485001,40.627499,40.037498,40.237499,38.346039,110686400
8/17/2017,40.130001,40.177502,39.459999,39.465,37.609863,111762400
8/18/2017,39.465,39.875,39.18,39.375,37.524082,109712400
8/21/2017,39.375,39.4725,38.7775,39.302502,37.454994,105474000
8/22/2017,39.557499,40,39.505001,39.945,38.067287,86418400
8/23/2017,39.767502,40.1175,39.720001,39.994999,38.114941,77596400
8/24/2017,40.107498,40.185001,39.637501,39.817501,37.945778,79275600
8/25/2017,39.912498,40.139999,39.817501,39.965,38.086357,101920400
8/28/2017,40.035,40.5,39.982498,40.3675,38.469933,103864000
8/29/2017,40.025002,40.779999,40,40.727501,38.813007,118067600
8/30/2017,40.950001,40.9725,40.6525,40.837502,38.917839,109078400
8/31/2017,40.91,41.130001,40.869999,41,39.072708,107140400
9/1/2017,41.200001,41.235001,40.907501,41.012501,39.084618,66364400
9/5/2017,40.9375,41.0625,40.139999,40.52,38.615261,117874000
9/6/2017,40.677502,40.747501,40.130001,40.477501,38.57476,86606800
9/7/2017,40.522499,40.560001,40.09,40.314999,38.419899,87714000
9/8/2017,40.215,40.287498,39.6325,39.657501,37.793316,114446000
9/11/2017,40.125,40.512501,39.9725,40.375,38.477077,126323200
9/12/2017,40.6525,40.990002,39.692501,40.215,38.324596,286856000
9/13/2017,39.967499,39.990002,39.477501,39.912498,38.036327,179629600
9/14/2017,39.747501,39.849998,39.522499,39.57,37.709919,95042800
9/15/2017,39.6175,40.2425,39.5,39.970001,38.091118,196458400
9/18/2017,40.0275,40.125,39.5,39.6675,37.802834,113077600
9/19/2017,39.877499,39.942501,39.610001,39.682499,37.817131,83242400
9/20/2017,39.474998,39.564999,38.4575,39.017502,37.183392,211805600
9/21/2017,38.950001,38.950001,38.1875,38.3475,36.544891,150046800
9/22/2017,37.884998,38.067501,37.639999,37.9725,36.187508,186581600
9/25/2017,37.497501,37.9575,37.290001,37.637501,35.868259,177549200
9/26/2017,37.945,38.48,37.922501,38.285,36.485325,146640000
9/27/2017,38.450001,38.68,38.384998,38.557499,36.745014,102016800
9/28/2017,38.4725,38.57,38.174999,38.32,36.518684,88022000
9/29/2017,38.302502,38.532501,38,38.529999,36.718807,105199200
10/2/2017,38.564999,38.612499,38.18,38.452499,36.644958,74795200
10/3/2017,38.502499,38.772499,38.477501,38.619999,36.804585,64921200
10/4/2017,38.407501,38.465,38.115002,38.369999,36.566322,80655200
10/5/2017,38.544998,38.860001,38.512501,38.8475,37.021385,85135200
10/6/2017,38.7425,38.872501,38.639999,38.825001,36.999939,69630400
10/9/2017,38.952499,39.182499,38.872501,38.959999,37.128597,65051600
10/10/2017,39.014999,39.5,38.775002,38.974998,37.142883,62468000
10/11/2017,38.9925,39.244999,38.9375,39.137501,37.297749,67622400
10/12/2017,39.087502,39.342499,38.932499,39,37.166718,64500400
10/13/2017,39.182499,39.32,39.102501,39.247501,37.402584,65576800
10/16/2017,39.474998,40,39.412498,39.970001,38.091118,96486000
10/17/2017,39.945,40.217499,39.807499,40.1175,38.231682,75989200
10/18/2017,40.105,40.177502,39.900002,39.939999,38.062527,65496800
10/19/2017,39.1875,39.27,38.755001,38.994999,37.161953,170336800
10/20/2017,39.1525,39.4375,38.990002,39.0625,37.226276,95896400
10/23/2017,39.2225,39.422501,38.875,39.0425,37.207214,87937200
10/24/2017,39.072498,39.355,39.049999,39.275002,37.428787,71028800
10/25/2017,39.227501,39.387501,38.817501,39.102501,37.264397,84828400
10/26/2017,39.307499,39.4575,39.195,39.352501,37.502647,68002000
10/27/2017,39.822498,40.900002,39.674999,40.762501,38.846371,177816800
10/30/2017,40.9725,42.017502,40.93,41.68,39.720741,178803200
10/31/2017,41.974998,42.412498,41.735001,42.259998,40.273472,144187200
11/1/2017,42.467499,42.485001,41.4025,41.7225,39.76123,134551200
11/2/2017,41.650002,42.125,41.32,42.0275,40.051907,165573600
11/3/2017,43.5,43.564999,42.779999,43.125,41.097813,237594400
11/6/2017,43.092499,43.747501,42.93,43.5625,41.514748,140105200
11/7/2017,43.477501,43.8125,43.400002,43.702499,41.648159,97446000
11/8/2017,43.665001,44.060001,43.5825,44.060001,41.988865,97638000
11/9/2017,43.7775,44.025002,43.285,43.970001,41.903091,117930400
11/10/2017,43.7775,43.845001,43.567501,43.6675,41.764408,100582000
11/13/2017,43.375,43.625,43.349998,43.4925,41.597034,67928400
11/14/2017,43.259998,43.369999,42.794998,42.834999,40.968189,99130000
11/15/2017,42.4925,42.580002,42.095001,42.27,40.427807,116632400
11/16/2017,42.794998,42.967499,42.575001,42.775002,40.910793,94550000
11/17/2017,42.759998,42.8475,42.41,42.537498,40.683655,87598000
11/20/2017,42.572498,42.639999,42.389999,42.494999,40.643002,65049600
11/21/2017,42.695,43.424999,42.695,43.285,41.398575,100525200
11/22/2017,43.34,43.75,43.262501,43.740002,41.833748,102355600
11/24/2017,43.775002,43.875,43.662498,43.7425,41.836143,56106800
11/27/2017,43.762501,43.77,43.334999,43.522499,41.625717,82867200
11/28/2017,43.575001,43.717499,42.965,43.267502,41.38184,105715200
11/29/2017,43.157501,43.23,41.790001,42.369999,40.523449,166665600
11/30/2017,42.607498,43.035,42.110001,42.962502,41.09013,166108800
12/1/2017,42.487499,42.9175,42.125,42.762501,40.898846,159037200
12/4/2017,43.119999,43.154999,42.407501,42.450001,40.599968,130169600
12/5/2017,42.264999,42.880001,42.099998,42.41,40.561718,109400800
12/6/2017,41.875,42.549999,41.615002,42.252499,40.411068,114240000
12/7/2017,42.2575,42.610001,42.227501,42.330002,40.485191,102693200
12/8/2017,42.622501,42.75,42.205002,42.342499,40.49715,93420800
12/11/2017,42.299999,43.2225,42.197498,43.1675,41.286205,141095200
12/12/2017,43.037498,43.0975,42.865002,42.924999,41.054268,77636800
12/13/2017,43.125,43.384998,43,43.067501,41.190552,95273600
12/14/2017,43.099998,43.282501,42.912498,43.055,41.178593,81906000
12/15/2017,43.407501,43.5425,43.115002,43.4925,41.597034,160677200
12/18/2017,43.720001,44.299999,43.715,44.105,42.182838,117684400
12/19/2017,43.7575,43.8475,43.522499,43.634998,41.733315,109745600
12/20/2017,43.717499,43.855,43.3125,43.587502,41.687893,93902400
12/21/2017,43.5425,44.005001,43.525002,43.752499,41.845699,83799600
12/22/2017,43.669998,43.855,43.625,43.752499,41.845699,65397600
12/26/2017,42.700001,42.8675,42.419998,42.642502,40.784073,132742000
12/27/2017,42.525002,42.695,42.427502,42.650002,40.791252,85992800
12/28/2017,42.75,42.962502,42.619999,42.77,40.906025,65920800
12/29/2017,42.630001,42.647499,42.305,42.307499,40.463673,103999600
1/2/2018,42.540001,43.075001,42.314999,43.064999,41.188164,102223600
1/3/2018,43.1325,43.637501,42.990002,43.057499,41.180984,118071600
1/4/2018,43.134998,43.3675,43.02,43.2575,41.372269,89738400
1/5/2018,43.360001,43.842499,43.262501,43.75,41.843319,94640000
1/8/2018,43.587502,43.9025,43.482498,43.587502,41.687893,82271200
1/9/2018,43.637501,43.764999,43.352501,43.5825,41.683102,86336000
1/10/2018,43.290001,43.575001,43.25,43.572498,41.673542,95839600
1/11/2018,43.647499,43.872501,43.622501,43.82,41.910255,74670800
1/12/2018,44.044998,44.34,43.912498,44.272499,42.343037,101672400
1/16/2018,44.474998,44.8475,44.035,44.047501,42.127846,118263600
1/17/2018,44.037498,44.8125,43.767502,44.775002,42.823643,137547200
1/18/2018,44.842499,45.025002,44.5625,44.814999,42.861897,124773600
1/19/2018,44.6525,44.895,44.352501,44.615002,42.670612,129700400
1/22/2018,44.325001,44.445,44.150002,44.25,42.321518,108434400
1/23/2018,44.325001,44.860001,44.205002,44.259998,42.331085,130756400
1/24/2018,44.3125,44.325001,43.299999,43.555,41.656811,204420400
1/25/2018,43.627499,43.737499,42.6325,42.7775,40.913181,166116000
1/26/2018,43,43,42.514999,42.877499,41.008835,156572000
1/29/2018,42.540001,42.540001,41.767502,41.990002,40.160015,202561600
1/30/2018,41.3825,41.842499,41.174999,41.7425,39.923302,184192800
1/31/2018,41.717499,42.110001,41.625,41.857498,40.033295,129915600
2/1/2018,41.7925,42.154999,41.689999,41.945,40.116978,188923200
2/2/2018,41.5,41.700001,40.025002,40.125,38.376301,346375200
2/5/2018,39.775002,40.970001,39,39.122501,37.417484,290954000
2/6/2018,38.7075,40.93,38.5,40.7575,38.981228,272975200
2/7/2018,40.772499,40.849998,39.767502,39.884998,38.146755,206434400
2/8/2018,40.072498,40.25,38.7575,38.787498,37.09708,217562000
2/9/2018,39.267502,39.4725,37.560001,39.102501,37.550835,282690400
2/12/2018,39.625,40.9725,39.377499,40.677502,39.063339,243278000
2/13/2018,40.487499,41.1875,40.412498,41.084999,39.454662,130196800
2/14/2018,40.759998,41.884998,40.720001,41.842499,40.182102,162579600
2/15/2018,42.447498,43.272499,42.25,43.247501,41.531349,204588800
2/16/2018,43.09,43.705002,42.942501,43.107498,41.3969,160704400
2/20/2018,43.012501,43.564999,42.855,42.962502,41.25766,135722000
2/21/2018,43.2075,43.529999,42.752499,42.767502,41.070396,149886400
2/22/2018,42.950001,43.487499,42.927502,43.125,41.413715,123967600
2/23/2018,43.4175,43.912498,43.384998,43.875,42.133953,135249600
2/26/2018,44.087502,44.8475,44.052502,44.7425,42.967033,152648800
2/27/2018,44.775002,45.119999,44.540001,44.5975,42.827785,155712400
2/28/2018,44.814999,45.154999,44.512501,44.529999,42.762955,151128400
3/1/2018,44.634998,44.945,43.165001,43.75,42.01392,195208000
3/2/2018,43.200001,44.075001,43.112499,44.052502,42.304405,153816000
3/5/2018,43.802502,44.435001,43.630001,44.205002,42.450851,113605600
3/6/2018,44.477501,44.5625,44.032501,44.1675,42.414841,95154000
3/7/2018,43.735001,43.962502,43.567501,43.7575,42.021118,126814000
3/8/2018,43.869999,44.279999,43.767502,44.235001,42.47966,95096400
3/9/2018,44.490002,45,44.3475,44.994999,43.209507,128740800
3/12/2018,45.072498,45.5975,45.052502,45.43,43.627243,128828400
3/13/2018,45.647499,45.875,44.810001,44.9925,43.207108,126774000
3/14/2018,45.080002,45.130001,44.452499,44.610001,42.839779,117473600
3/15/2018,44.625,45.060001,44.517502,44.662498,42.890202,90975200
3/16/2018,44.662498,44.779999,44.404999,44.505001,42.738953,157618800
3/19/2018,44.330002,44.3675,43.415001,43.825001,42.085934,133787200
3/20/2018,43.810001,44.200001,43.735001,43.810001,42.071533,78597600
3/21/2018,43.759998,43.772499,42.814999,42.817501,41.118412,148219600
3/22/2018,42.5,43.169998,42.150002,42.212502,40.537422,165963200
3/23/2018,42.0975,42.48,41.235001,41.235001,39.598705,164115200
3/26/2018,42.017502,43.275002,41.610001,43.192501,41.478535,150164800
3/27/2018,43.419998,43.787498,41.73,42.084999,40.414986,163690400
3/28/2018,41.8125,42.505001,41.297501,41.619999,39.96843,166674000
3/29/2018,41.952499,42.9375,41.724998,41.945,40.28054,153594000
4/2/2018,41.66,42.235001,41.1175,41.669998,40.016449,150347200
4/3/2018,41.91,42.1875,41.220001,42.0975,40.426991,121112000
4/4/2018,41.220001,43.002499,41.192501,42.9025,41.200043,138422000
4/5/2018,43.145,43.557499,43.02,43.200001,41.485737,107732800
4/6/2018,42.7425,43.119999,42.049999,42.095001,40.424587,140021200
4/9/2018,42.470001,43.272499,42.462502,42.512501,40.825516,116070800
4/10/2018,43.25,43.5,42.8825,43.3125,41.593773,113634400
4/11/2018,43.057499,43.48,42.924999,43.110001,41.399311,89726400
4/12/2018,43.352501,43.75,43.259998,43.535,41.807442,91557200
4/13/2018,43.695,43.959999,43.462502,43.682499,41.949093,100497200
4/16/2018,43.7575,44.047501,43.7075,43.955002,42.210781,86313600
4/17/2018,44.122501,44.735001,44.102501,44.560001,42.791763,106421600
4/18/2018,44.452499,44.705002,44.220001,44.459999,42.695736,83018000
4/19/2018,43.439999,43.8475,43.165001,43.200001,41.485737,139235200
4/20/2018,42.650002,42.805,41.357498,41.43,39.785965,261964400
4/23/2018,41.7075,41.73,41.022499,41.310001,39.670738,146062000
4/24/2018,41.4175,41.5825,40.305,40.735001,39.118553,134768000
4/25/2018,40.654999,41.355,40.602501,40.912498,39.289001,113528400
4/26/2018,41.029999,41.432499,40.842499,41.055,39.425858,111852000
4/27/2018,41,41.0825,40.157501,40.580002,38.969696,142623200
4/30/2018,40.532501,41.814999,40.459999,41.314999,39.675541,169709600
5/1/2018,41.602501,42.299999,41.317501,42.275002,40.59745,214277600
5/2/2018,43.807499,44.4375,43.450001,44.142502,42.390842,266157600
5/3/2018,43.970001,44.375,43.610001,44.2225,42.467659,136272800
5/4/2018,44.5625,46.0625,44.5425,45.9575,44.133812,224805200
5/7/2018,46.294998,46.9175,46.1875,46.290001,44.453114,169805600
5/8/2018,46.247501,46.555,45.9175,46.512501,44.666794,113611200
5/9/2018,46.637501,46.849998,46.305,46.84,44.981285,92844800
5/10/2018,46.935001,47.592499,46.912498,47.509998,45.624699,111957200
5/11/2018,47.372501,47.514999,46.862499,47.147499,45.451172,104848800
5/14/2018,47.252499,47.3825,46.965,47.037498,45.345131,83115200
5/15/2018,46.695,46.767502,46.275002,46.610001,44.933022,94780800
5/16/2018,46.517502,47.115002,46.5,47.044998,45.352364,76732400
5/17/2018,47,47.227501,46.59,46.747501,45.065578,69176000
5/18/2018,46.797501,46.952499,46.532501,46.577499,44.901684,73190800
5/21/2018,47,47.317501,46.727501,46.907501,45.219818,73603200
5/22/2018,47.095001,47.220001,46.695,46.790001,45.106541,60962800
5/23/2018,46.587502,47.125,46.439999,47.09,45.395748,80233600
5/24/2018,47.192501,47.209999,46.552502,47.037498,45.345131,92936000
5/25/2018,47.057499,47.412498,46.912498,47.145,45.448772,69844000
5/29/2018,46.900002,47.1875,46.717499,46.974998,45.284893,90056400
5/30/2018,46.93,47,46.695,46.875,45.188488,74762000
5/31/2018,46.805,47.057499,46.535,46.717499,45.036659,109931200
6/1/2018,46.997501,47.564999,46.9375,47.560001,45.848839,93770000
6/4/2018,47.91,48.355,47.837502,47.9575,46.232037,105064800
6/5/2018,48.267502,48.485001,48.09,48.327499,46.58873,86264000
6/6/2018,48.407501,48.52,47.98,48.494999,46.750202,83734400
6/7/2018,48.535,48.549999,48.084999,48.365002,46.624874,85388800
6/8/2018,47.7925,48,47.442501,47.924999,46.20071,106627200
6/11/2018,47.837502,47.9925,47.552502,47.807499,46.087433,73234000
6/12/2018,47.8475,48.1525,47.787498,48.07,46.340492,67644400
6/13/2018,48.105,48.220001,47.610001,47.674999,45.959705,86553600
6/14/2018,47.887501,47.892502,47.555,47.700001,45.983803,86440400
6/15/2018,47.5075,47.540001,47.064999,47.209999,45.511433,246876800
6/18/2018,46.970001,47.305,46.799999,47.185001,45.487335,73939600
6/19/2018,46.285,46.5825,45.862499,46.422501,44.752266,134314000
6/20/2018,46.587502,46.799999,46.432499,46.625,44.947483,82514800
6/21/2018,46.8125,47.087502,46.235001,46.365002,44.696835,102847600
